121600025150236;00025150236;04/04/2019;30/05/2019;;114,32;;;;;114,32;EURO;31/05/2019;
130600025150236;00025150236;10/04/2019;30/05/2019;;230,71;;;;;230,71;EURO;31/05/2019;
489500025150236;00025150236;02/11/2018;30/12/2018;;89,36;;;;;89,36;EURO;28/12/2018;
491200025150236;00025150236;04/11/2018;30/12/2018;;607,74;;;;;607,74;EURO;28/12/2018;
494900025150236;00025150236;06/11/2018;30/12/2018;;437,09;;;;;437,09;EURO;28/12/2018;
497300025150236;00025150236;08/11/2018;30/12/2018;;358,81;;;;;358,81;EURO;28/12/2018;
500900025150236;00025150236;11/11/2018;30/12/2018;;887,1;;;;;887,1;EURO;02/01/2019;
503800025150236;00025150236;13/11/2018;30/12/2018;;1631,8;;;;;1631,8;EURO;28/12/2018;
509400025150236;00025150236;18/11/2018;30/12/2018;;1087,57;;;;;1087,57;EURO;02/01/2019;
514000025150236;00025150236;21/11/2018;30/12/2018;;1152,24;;;;;1152,24;EURO;31/01/2019;
518200025150236;00025150236;25/11/2018;30/12/2018;;814,57;;;;;814,57;EURO;31/01/2019;
519700025150236;00025150236;27/11/2018;30/12/2018;;588,76;;;;;588,76;EURO;02/01/2019;
522800025150236;00025150236;29/11/2018;30/12/2018;;585,23;;;;;585,23;EURO;31/01/2019;
525000025150236;00025150236;02/12/2018;30/01/2019;;581,98;;;;;581,98;EURO;31/01/2019;
526500025150236;00025150236;04/12/2018;30/01/2019;;495,87;;;;;495,87;EURO;31/01/2019;
528800025150236;00025150236;05/12/2018;30/01/2019;;627,91;;;;;627,91;EURO;31/01/2019;
529900025150236;00025150236;06/12/2018;30/01/2019;;629,99;;;;;629,99;EURO;31/01/2019;
534400025150236;00025150236;11/12/2018;30/01/2019;;675,15;;;;;675,15;EURO;31/01/2019;
539700025150236;00025150236;16/12/2018;30/01/2019;;514,59;;;;;514,59;EURO;31/01/2019;
543700025150236;00025150236;18/12/2018;30/01/2019;;763,07;;;;;763,07;EURO;31/01/2019;
60100025150236;00025150236;17/02/2019;30/03/2019;;185,4;;;;;185,4;EURO;03/04/2019;
63100025150236;00025150236;19/02/2019;30/03/2019;;424,76;;;;;424,76;EURO;03/04/2019;
66900025150236;00025150236;21/02/2019;30/03/2019;;366,91;;;;;366,91;EURO;03/04/2019;
71700025150236;00025150236;25/02/2019;30/03/2019;;60,49;;;;;60,49;EURO;30/04/2019;
75800025150236;00025150236;28/02/2019;30/03/2019;;351;;;;;351;EURO;30/04/2019;
78500025150236;00025150236;03/03/2019;30/04/2019;;154,4;;;;;154,4;EURO;30/04/2019;
83100025150236;00025150236;06/03/2019;30/04/2019;;143,02;;;;;143,02;EURO;30/04/2019;
88200025150236;00025150236;10/03/2019;30/04/2019;;108,66;;;;;108,66;EURO;30/04/2019;
96400025150236;00025150236;15/03/2019;30/04/2019;;164,72;;;;;164,72;EURO;30/04/2019;
10500057630329;00057630329;10/01/2019;02/03/2019;;110,99;;;;;110,99;EURO;01/03/2019;
224200057630329;00057630329;16/06/2019;30/07/2019;;754;;;;;754;EURO;;
228400057630329;00057630329;18/06/2019;30/07/2019;;377,52;;;;;377,52;EURO;;
471100057630329;00057630329;16/10/2018;30/11/2018;;48,84;;;;;48,84;EURO;04/12/2018;
473500057630329;00057630329;18/10/2018;30/11/2018;;48,84;;;;;48,84;EURO;04/12/2018;
477100057630329;00057630329;21/10/2018;30/11/2018;;97,68;;;;;97,68;EURO;04/12/2018;
479800057630329;00057630329;23/10/2018;30/11/2018;;48,84;;;;;48,84;EURO;04/12/2018;
482100057630329;00057630329;25/10/2018;30/11/2018;;48,84;;;;;48,84;EURO;04/12/2018;
486600057630329;00057630329;30/10/2018;30/11/2018;;161,55;;;;;161,55;EURO;04/12/2018;
488400057630329;00057630329;01/11/2018;30/12/2018;;183,08;;;;;183,08;EURO;02/01/2019;
491900057630329;00057630329;04/11/2018;30/12/2018;;213,66;;;;;213,66;EURO;02/01/2019;
494300057630329;00057630329;06/11/2018;30/12/2018;;44,68;;;;;44,68;EURO;02/01/2019;
498500057630329;00057630329;08/11/2018;30/12/2018;;89,36;;;;;89,36;EURO;02/01/2019;
501100057630329;00057630329;11/11/2018;30/12/2018;;89,36;;;;;89,36;EURO;02/01/2019;
550300057630329;00057630329;23/12/2018;30/01/2019;;89,36;;;;;89,36;EURO;01/02/2019;
364100082180563;00082180563;31/08/2018;30/09/2018;;86,01;;;;;86,01;EURO;10/09/2018;
376800082180563;00082180563;05/09/2018;30/10/2018;;162,3;;;;;162,3;EURO;10/09/2018;
383700082180563;00082180563;07/09/2018;30/10/2018;;72,28;;;;;72,28;EURO;10/09/2018;
401100082180563;00082180563;14/09/2018;30/10/2018;;98,84;;;;;98,84;EURO;19/09/2018;
408600082180563;00082180563;17/09/2018;30/10/2018;;63,4;;;;;63,4;EURO;19/09/2018;
414100082180563;00082180563;19/09/2018;30/10/2018;;98,31;;;;;98,31;EURO;19/09/2018;
448100082180563;00082180563;03/10/2018;30/11/2018;;129,17;;;;;129,17;EURO;08/10/2018;
453100082180563;00082180563;05/10/2018;30/11/2018;;68,64;;;;;68,64;EURO;08/10/2018;
456800082180563;00082180563;08/10/2018;30/11/2018;;75,5;;;;;75,5;EURO;08/10/2018;
487900083290593;00083290593;01/11/2018;30/12/2018;;50,54;;;;;50,54;EURO;05/04/2019;
491500083290593;00083290593;04/11/2018;30/12/2018;;64,79;;;;;64,79;EURO;05/04/2019;
495400083290593;00083290593;06/11/2018;30/12/2018;;447,91;;;;;447,91;EURO;05/04/2019;
499000083290593;00083290593;08/11/2018;30/12/2018;;598;;;;;598;EURO;05/04/2019;
516300083290593;00083290593;23/11/2018;30/12/2018;;479,44;;;;;479,44;EURO;05/04/2019;
125000100820331;00100820331;07/04/2019;30/05/2019;;178,67;;;;;178,67;EURO;15/04/2019;
128500100820331;00100820331;09/04/2019;30/05/2019;;49,92;;;;;49,92;EURO;24/04/2019;
132900100820331;00100820331;11/04/2019;30/05/2019;;107,54;;;;;107,54;EURO;24/04/2019;
136900100820331;00100820331;14/04/2019;30/05/2019;;253,55;;;;;253,55;EURO;02/05/2019;
140600100820331;00100820331;16/04/2019;30/05/2019;;49,92;;;;;49,92;EURO;02/05/2019;
143100100820331;00100820331;18/04/2019;30/05/2019;;111,28;;;;;111,28;EURO;02/05/2019;
146500100820331;00100820331;22/04/2019;30/05/2019;;204,36;;;;;204,36;EURO;07/05/2019;
150100100820331;00100820331;25/04/2019;30/05/2019;;73,22;;;;;73,22;EURO;07/05/2019;
153600100820331;00100820331;28/04/2019;30/05/2019;;156,21;;;;;156,21;EURO;07/05/2019;
155800100820331;00100820331;01/05/2019;30/06/2019;;49,92;;;;;49,92;EURO;20/05/2019;
