000331/FD00042480293;00042480293;12/03/2019;30/04/2019;;1100,01;;;;;1100,01;EURO;21/05/2019;
000333/FD00042480293;00042480293;18/03/2019;30/04/2019;;831,29;;;;;831,29;EURO;21/05/2019;
000408/FD00042480293;00042480293;21/03/2019;30/04/2019;;787,34;;;;;787,34;EURO;03/06/2019;
000409/FD00042480293;00042480293;21/03/2019;30/04/2019;;464,81;;;;;464,81;EURO;03/06/2019;
000425/FD00042480293;00042480293;26/03/2019;30/04/2019;;616,15;;;;;616,15;EURO;03/06/2019;
000426/FD00042480293;00042480293;26/03/2019;30/04/2019;;570,64;;;;;570,64;EURO;03/06/2019;
000429/FD00042480293;00042480293;29/03/2019;30/04/2019;;467,25;;;;;467,25;EURO;03/06/2019;
000430/FD00042480293;00042480293;31/03/2019;30/04/2019;;449,95;;;;;449,95;EURO;;
000431/FD00042480293;00042480293;31/03/2019;30/04/2019;;845,49;;;;;845,49;EURO;;
000526/FD00042480293;00042480293;11/04/2019;31/05/2019;;479,23;;;;;479,23;EURO;;
000527/FD00042480293;00042480293;11/04/2019;31/05/2019;;464,59;;;;;464,59;EURO;;
000530/FD00042480293;00042480293;16/04/2019;31/05/2019;;453,94;;;;;453,94;EURO;;
000531/FD00042480293;00042480293;16/04/2019;31/05/2019;;469,91;;;;;469,91;EURO;;
000532/FD00042480293;00042480293;16/04/2019;31/05/2019;;472,58;;;;;472,58;EURO;;
000535/FD00042480293;00042480293;18/04/2019;31/05/2019;;464,59;;;;;464,59;EURO;;
000604/FD00042480293;00042480293;26/04/2019;31/05/2019;;1072,2;;;;;1072,2;EURO;;
000605/FD00042480293;00042480293;26/04/2019;31/05/2019;;964,08;;;;;964,08;EURO;;
000606/FD00042480293;00042480293;26/04/2019;31/05/2019;;479,23;;;;;479,23;EURO;;
000609/FD00042480293;00042480293;30/04/2019;31/05/2019;;948,89;;;;;948,89;EURO;;
000610/FD00042480293;00042480293;30/04/2019;31/05/2019;;965,95;;;;;965,95;EURO;;
000613/FD00042480293;00042480293;30/04/2019;31/05/2019;;480,56;;;;;480,56;EURO;;
000701/FD00042480293;00042480293;10/05/2019;30/06/2019;;479,23;;;;;479,23;EURO;;
000702/FD00042480293;00042480293;10/05/2019;30/06/2019;;479,23;;;;;479,23;EURO;;
000703/FD00042480293;00042480293;10/05/2019;30/06/2019;;479,23;;;;;479,23;EURO;;
000704/FD00042480293;00042480293;14/05/2019;30/06/2019;;986,42;;;;;986,42;EURO;;
000705/FD00042480293;00042480293;14/05/2019;30/06/2019;;958,46;;;;;958,46;EURO;;
000706/FD00042480293;00042480293;15/05/2019;30/06/2019;;937,16;;;;;937,16;EURO;;
000770/FD00042480293;00042480293;22/05/2019;30/06/2019;;732,75;;;;;732,75;EURO;;
000771/FD00042480293;00042480293;22/05/2019;30/06/2019;;572,19;;;;;572,19;EURO;;
000772/FD00042480293;00042480293;22/05/2019;30/06/2019;;917,2;;;;;917,2;EURO;;
000790/FD00042480293;00042480293;29/05/2019;30/06/2019;;558,02;;;;;558,02;EURO;;
000791/FD00042480293;00042480293;30/05/2019;30/06/2019;;1379,92;;;;;1379,92;EURO;;
000898/FD00042480293;00042480293;11/06/2019;31/07/2019;;997,26;;;;;997,26;EURO;;
000900/FD00042480293;00042480293;12/06/2019;31/07/2019;;1292,94;;;;;1292,94;EURO;;
000909/FD00042480293;00042480293;25/06/2019;31/07/2019;;1128,37;;;;;1128,37;EURO;;
000244/FD00050190321;00050190321;27/02/2019;31/03/2019;;4296,04;;;;;4296,04;EURO;03/05/2019;
000359/FD00050190321;00050190321;20/03/2019;30/04/2019;;478,68;;;;;478,68;EURO;04/06/2019;
000561/FD00050190321;00050190321;19/04/2019;31/05/2019;;2016,98;;;;;2016,98;EURO;02/07/2019;
000722/FD00050190321;00050190321;21/05/2019;30/06/2019;;1687,55;;;;;1687,55;EURO;;
000821/FD00050190321;00050190321;15/07/2018;31/08/2018;;1881,73;;;;;1881,73;EURO;02/10/2018;
000954/FD00050190321;00050190321;25/06/2019;31/07/2019;;1005,99;;;;;1005,99;EURO;;
001019/FD00050190321;00050190321;30/06/2019;31/07/2019;;3759,15;;;;;3759,15;EURO;;
001128/FD00050190321;00050190321;14/10/2018;30/11/2018;;175,64;;;;;175,64;EURO;05/02/2019;
001133/FD00050190321;00050190321;21/07/2019;31/08/2019;;3357,01;;;;;3357,01;EURO;;
001199/FD00050190321;00050190321;31/10/2018;30/11/2018;;179,55;;;;;179,55;EURO;05/02/2019;
000043/FD00057630329;00057630329;21/01/2019;28/02/2019;;930,52;;;;;930,52;EURO;01/03/2019;
000370/FD00057630329;00057630329;20/03/2019;30/04/2019;;867,51;;;;;867,51;EURO;02/05/2019;
000854/FD00057630329;00057630329;29/07/2018;31/08/2018;;127,55;;;;;127,55;EURO;02/10/2018;
000973/FD00057630329;00057630329;25/06/2019;31/07/2019;;751,57;;;;;751,57;EURO;;
001053/FD00057630329;00057630329;30/06/2019;31/07/2019;;2177,03;;;;;2177,03;EURO;;
001153/FD00057630329;00057630329;21/07/2019;31/08/2019;;2742,65;;;;;2742,65;EURO;;
002814/F00057630329;00057630329;01/07/2018;31/08/2018;;548,89;;;;;548,89;EURO;03/09/2018;
002920/F00057630329;00057630329;08/07/2018;31/08/2018;;526,48;;;;;526,48;EURO;03/09/2018;
002957/F00057630329;00057630329;10/07/2018;31/08/2018;;247,89;;;;;247,89;EURO;03/09/2018;
002995/F00057630329;00057630329;12/07/2018;31/08/2018;;522,04;;;;;522,04;EURO;03/09/2018;
003025/F00057630329;00057630329;15/07/2018;31/08/2018;;242,24;;;;;242,24;EURO;03/09/2018;
003056/F00057630329;00057630329;17/07/2018;31/08/2018;;40,57;;;;;40,57;EURO;03/09/2018;
003082/F00057630329;00057630329;19/07/2018;31/08/2018;;34,3;;;;;34,3;EURO;03/09/2018;
003119/F00057630329;00057630329;22/07/2018;31/08/2018;;67,79;;;;;67,79;EURO;03/09/2018;
003148/F00057630329;00057630329;24/07/2018;31/08/2018;;62,07;;;;;62,07;EURO;03/09/2018;
004068/F00057630329;00057630329;02/10/2018;30/11/2018;;258,75;;;;;258,75;EURO;04/12/2018;
004105/F00057630329;00057630329;04/10/2018;30/11/2018;;471,99;;;;;471,99;EURO;04/12/2018;
004148/F00057630329;00057630329;07/10/2018;30/11/2018;;149,4;;;;;149,4;EURO;04/12/2018;
004192/F00057630329;00057630329;09/10/2018;30/11/2018;;95,99;;;;;95,99;EURO;04/12/2018;
004259/F00057630329;00057630329;14/10/2018;30/11/2018;;76,63;;;;;76,63;EURO;04/12/2018;
004433/F00057630329;00057630329;23/10/2018;30/11/2018;;112,69;;;;;112,69;EURO;04/12/2018;
004472/F00057630329;00057630329;25/10/2018;30/11/2018;;55;;;;;55;EURO;04/12/2018;
004501/F00057630329;00057630329;28/10/2018;30/11/2018;;45,64;;;;;45,64;EURO;04/12/2018;
004508/F00057630329;00057630329;28/10/2018;30/11/2018;;50,17;;;;;50,17;EURO;04/12/2018;
004571/F00057630329;00057630329;01/11/2018;31/12/2018;;133,62;;;;;133,62;EURO;02/01/2019;
004599/F00057630329;00057630329;04/11/2018;31/12/2018;;177,53;;;;;177,53;EURO;02/01/2019;
004651/F00057630329;00057630329;06/11/2018;31/12/2018;;24,13;;;;;24,13;EURO;02/01/2019;
004688/F00057630329;00057630329;08/11/2018;31/12/2018;;113,08;;;;;113,08;EURO;02/01/2019;
004723/F00057630329;00057630329;11/11/2018;31/12/2018;;306,49;;;;;306,49;EURO;02/01/2019;
004801/F00057630329;00057630329;15/11/2018;31/12/2018;;36,42;;;;;36,42;EURO;02/01/2019;
004838/F00057630329;00057630329;18/11/2018;31/12/2018;;31,93;;;;;31,93;EURO;02/01/2019;
004882/F00057630329;00057630329;20/11/2018;31/12/2018;;342,54;;;;;342,54;EURO;02/01/2019;
004931/F00057630329;00057630329;22/11/2018;31/12/2018;;267,9;;;;;267,9;EURO;02/01/2019;
004971/F00057630329;00057630329;25/11/2018;31/12/2018;;28,15;;;;;28,15;EURO;02/01/2019;
005047/F00057630329;00057630329;02/12/2018;31/01/2019;;137,66;;;;;137,66;EURO;01/02/2019;
005052/F00057630329;00057630329;02/12/2018;31/01/2019;;22,21;;;;;22,21;EURO;01/02/2019;
005141/F00057630329;00057630329;09/12/2018;31/01/2019;;153,8;;;;;153,8;EURO;01/02/2019;
005142/F00057630329;00057630329;09/12/2018;31/01/2019;;212,08;;;;;212,08;EURO;01/02/2019;
005173/F00057630329;00057630329;11/12/2018;31/01/2019;;78,06;;;;;78,06;EURO;01/02/2019;
005211/F00057630329;00057630329;13/12/2018;31/01/2019;;271,02;;;;;271,02;EURO;01/02/2019;
005239/F00057630329;00057630329;16/12/2018;31/01/2019;;267,07;;;;;267,07;EURO;01/02/2019;
005334/F00057630329;00057630329;23/12/2018;31/01/2019;;110,78;;;;;110,78;EURO;01/02/2019;
005392/F00057630329;00057630329;30/12/2018;31/01/2019;;55,29;;;;;55,29;EURO;01/02/2019;
000062/FD00083290593;00083290593;23/01/2019;28/02/2019;;495,2;;;;;495,2;EURO;07/07/2019;
000355/FD00083290593;00083290593;20/03/2019;30/04/2019;;151,05;;;;;151,05;EURO;07/07/2019;
003024/F00083290593;00083290593;15/07/2018;31/08/2018;;86,28;;;;;86,28;EURO;;
003099/F00083290593;00083290593;20/07/2018;31/08/2018;;249,56;;;;;249,56;EURO;;
003116/F00083290593;00083290593;22/07/2018;31/08/2018;;429,67;;;;;429,67;EURO;;
003134/F00083290593;00083290593;23/07/2018;31/08/2018;;321,63;;;;;321,63;EURO;;
003162/F00083290593;00083290593;25/07/2018;31/08/2018;;389;;;;;389;EURO;;
003178/F00083290593;00083290593;26/07/2018;31/08/2018;;377,15;;;;;377,15;EURO;;
003183/F00083290593;00083290593;27/07/2018;31/08/2018;;382,64;;;;;382,64;EURO;;
003195/F00083290593;00083290593;29/07/2018;31/08/2018;;87,05;;;;;87,05;EURO;;
003226/F00083290593;00083290593;31/07/2018;31/08/2018;;122,62;;;;;122,62;EURO;;
003235/F00083290593;00083290593;01/08/2018;30/09/2018;;72,07;;;;;72,07;EURO;;
003255/F00083290593;00083290593;02/08/2018;30/09/2018;;173;;;;;173;EURO;;
003257/F00083290593;00083290593;03/08/2018;30/09/2018;;52,42;;;;;52,42;EURO;;
003274/F00083290593;00083290593;05/08/2018;30/09/2018;;288,27;;;;;288,27;EURO;;
003285/F00083290593;00083290593;06/08/2018;30/09/2018;;159,32;;;;;159,32;EURO;;
003292/F00083290593;00083290593;06/08/2018;30/09/2018;;5,1;;;;;5,1;EURO;;
003306/F00083290593;00083290593;07/08/2018;30/09/2018;;77,77;;;;;77,77;EURO;;
003312/F00083290593;00083290593;08/08/2018;30/09/2018;;8,01;;;;;8,01;EURO;;
003334/F00083290593;00083290593;09/08/2018;30/09/2018;;144,85;;;;;144,85;EURO;;
003340/F00083290593;00083290593;10/08/2018;30/09/2018;;7,85;;;;;7,85;EURO;;
003357/F00083290593;00083290593;12/08/2018;30/09/2018;;156,94;;;;;156,94;EURO;;
003366/F00083290593;00083290593;13/08/2018;30/09/2018;;122,1;;;;;122,1;EURO;;
003392/F00083290593;00083290593;16/08/2018;30/09/2018;;183,98;;;;;183,98;EURO;;
003400/F00083290593;00083290593;17/08/2018;30/09/2018;;118,56;;;;;118,56;EURO;;
003450/F00083290593;00083290593;21/08/2018;30/09/2018;;523,14;;;;;523,14;EURO;;
003463/F00083290593;00083290593;22/08/2018;30/09/2018;;72,8;;;;;72,8;EURO;;
003492/F00083290593;00083290593;23/08/2018;30/09/2018;;119,6;;;;;119,6;EURO;;
003496/F00083290593;00083290593;24/08/2018;30/09/2018;;503,27;;;;;503,27;EURO;;
003523/F00083290593;00083290593;26/08/2018;30/09/2018;;580,41;;;;;580,41;EURO;;
003539/F00083290593;00083290593;27/08/2018;30/09/2018;;152,34;;;;;152,34;EURO;;
003555/F00083290593;00083290593;28/08/2018;30/09/2018;;493,69;;;;;493,69;EURO;;
003568/F00083290593;00083290593;29/08/2018;30/09/2018;;254,11;;;;;254,11;EURO;;
003647/F00083290593;00083290593;03/09/2018;31/10/2018;;49,92;;;;;49,92;EURO;10/12/2018;
003813/F00083290593;00083290593;13/09/2018;31/10/2018;;191,38;;;;;191,38;EURO;10/12/2018;
003841/F00083290593;00083290593;16/09/2018;31/10/2018;;76,25;;;;;76,25;EURO;10/12/2018;
003855/F00083290593;00083290593;17/09/2018;31/10/2018;;49,61;;;;;49,61;EURO;10/12/2018;
003866/F00083290593;00083290593;18/09/2018;31/10/2018;;129,6;;;;;129,6;EURO;10/12/2018;
003894/F00083290593;00083290593;20/09/2018;31/10/2018;;133,01;;;;;133,01;EURO;10/12/2018;
003906/F00083290593;00083290593;21/09/2018;31/10/2018;;56,58;;;;;56,58;EURO;10/12/2018;
003928/F00083290593;00083290593;23/09/2018;31/10/2018;;177,47;;;;;177,47;EURO;10/12/2018;
003941/F00083290593;00083290593;24/09/2018;31/10/2018;;96,37;;;;;96,37;EURO;10/12/2018;
003964/F00083290593;00083290593;25/09/2018;31/10/2018;;131,09;;;;;131,09;EURO;10/12/2018;
003996/F00083290593;00083290593;27/09/2018;31/10/2018;;224,28;;;;;224,28;EURO;10/12/2018;
004033/F00083290593;00083290593;30/09/2018;31/10/2018;;62,67;;;;;62,67;EURO;10/12/2018;
004072/F00083290593;00083290593;02/10/2018;30/11/2018;;58,48;;;;;58,48;EURO;;
004317/F00083290593;00083290593;16/10/2018;30/11/2018;;75,85;;;;;75,85;EURO;;
004359/F00083290593;00083290593;18/10/2018;30/11/2018;;75,85;;;;;75,85;EURO;;
004372/F00083290593;00083290593;19/10/2018;30/11/2018;;24,02;;;;;24,02;EURO;;
004394/F00083290593;00083290593;21/10/2018;30/11/2018;;575,83;;;;;575,83;EURO;;
004415/F00083290593;00083290593;22/10/2018;30/11/2018;;116,6;;;;;116,6;EURO;;
004441/F00083290593;00083290593;23/10/2018;30/11/2018;;567,13;;;;;567,13;EURO;;
004451/F00083290593;00083290593;24/10/2018;30/11/2018;;108,49;;;;;108,49;EURO;;
004477/F00083290593;00083290593;25/10/2018;30/11/2018;;694,76;;;;;694,76;EURO;;
004488/F00083290593;00083290593;26/10/2018;30/11/2018;;25,46;;;;;25,46;EURO;;
004522/F00083290593;00083290593;28/10/2018;30/11/2018;;1027,19;;;;;1027,19;EURO;;
